91	141	66	31
121	188	109	100
87	165	125	82
76	141	103	144
151	44	108	116
21	39	73	34
15	102	197	107
177	16	157	24
45	121	102	32
10	23	44	54
131	136	81	42
49	86	73	153
103	191	82	50
157	49	163	82
15	175	185	193
184	174	159	166
50	95	120	168
99	32	194	139
64	22	106	22
121	74	161	43
136	116	156	159
92	166	85	85
85	124	152	10
195	104	80	174
125	89	71	151
152	68	12	69
64	64	46	98
34	147	129	193
35	78	195	57
34	200	132	31
176	145	149	111
120	142	26	144
192	88	68	191
23	28	129	41
187	53	79	127
149	48	20	94
192	200	99	144
118	29	131	90
177	33	35	163
179	134	116	65
165	97	108	12
55	72	152	21
118	41	31	106
198	32	179	37
25	32	113	28
40	130	164	85
119	57	32	89
60	196	190	114
50	118	135	114
53	99	37	106
22	192	122	79
196	166	148	93
71	120	97	144
167	170	131	143
54	197	64	39
128	68	182	39
93	54	15	28
89	86	68	105
122	123	54	66
150	199	179	101
167	100	174	84
155	154	58	133
54	178	186	77
188	108	197	57
93	156	178	122
146	179	31	152
21	132	193	196
100	22	20	58
24	42	131	19
38	184	149	171
55	130	67	179
115	61	72	93
156	111	29	61
147	183	86	144
154	86	161	157
166	63	69	142
157	194	53	158
75	29	32	42
101	188	77	118
80	32	77	49
170	54	154	174
162	196	175	71
126	173	110	105
147	13	138	52
40	96	173	185
31	127	78	65
104	48	96	60
50	171	109	126
141	71	59	190
31	176	142	39
80	75	96	40
56	156	98	145
197	28	20	136
14	76	182	168
91	155	138	84
113	94	98	12
144	67	161	47
98	68	103	75
176	160	84	140
53	165	101	175
23	90	190	28
28	64	59	95
110	149	135	83
86	81	121	82
194	58	164	71
36	53	150	181
74	73	191	34
119	64	29	138
53	152	17	88
140	155	192	164
91	24	41	66
29	23	164	37
55	56	82	161
36	78	199	73
139	84	95	42
41	33	147	95
21	97	119	95
112	60	157	180
41	159	30	193
113	40	180	176
76	143	54	52
111	187	80	173
172	132	48	68
55	78	200	57
147	155	14	11
147	168	175	171
58	196	61	192
152	124	88	151
134	132	127	134
38	22	42	142
140	165	29	151
80	16	146	76
200	18	64	48
75	104	124	61
18	56	68	83
50	125	150	66
130	40	61	74
197	84	23	63
174	111	73	178
124	127	86	181
80	99	41	62
169	134	61	26
181	150	89	74
148	160	126	25
151	100	61	28
195	121	150	136
170	153	76	83
102	74	122	106
164	191	175	62
26	84	37	162
105	102	89	98
113	10	11	169
106	13	45	27
102	20	183	148
95	63	31	115
173	20	103	152
89	57	125	176
189	190	163	10
46	156	13	90
15	101	85	174
164	157	106	108
90	108	130	48
15	93	116	62
124	37	134	118
86	115	91	99
26	90	159	166
185	47	41	124
52	141	41	65
23	123	173	42
162	97	180	98
140	161	112	193
22	106	116	191
31	169	151	72
157	46	101	147
124	75	54	191
36	32	12	149
67	64	17	87
187	187	139	59
123	159	93	103
81	69	124	152
99	73	33	115
148	11	38	167
20	105	59	60
157	197	123	152
66	174	106	82
144	170	110	184
125	195	199	168
45	111	89	10
80	179	76	167
30	37	143	139
127	156	65	178
44	178	87	73
130	53	122	117
60	128	18	152
22	49	166	67
110	19	10	13
101	191	40	70
144	172	195	37
168	187	53	15
73	168	43	73
34	164	36	48
127	156	130	159
171	27	10	39
125	149	164	113
102	140	60	37
168	108	45	57
29	16	127	146
49	27	172	104
176	105	198	142
172	27	192	129
174	154	181	155
36	47	84	73
167	145	115	55
182	61	154	158
26	22	87	67
136	145	125	81
119	180	44	81
154	152	97	150
101	51	50	199
27	100	181	99
190	12	34	165
182	134	150	145
20	48	28	165
70	47	156	177
24	163	133	83
86	169	28	10
142	99	134	69
37	66	32	168
155	92	17	178
119	65	35	189
130	73	194	181
32	48	119	176
36	119	153	128
92	73	144	18
121	176	111	112
48	59	33	21
167	84	88	102
118	167	175	49
137	186	57	28
53	157	126	29
64	30	104	114
194	143	199	192
18	139	67	34
96	98	110	11
121	94	83	181
98	76	69	171
154	127	188	163
58	137	92	102
62	73	173	30
125	125	67	89
114	111	16	39
52	162	21	61
113	88	88	140
28	85	139	91
181	46	157	63
175	184	72	96
157	11	103	34
90	55	91	114
91	97	190	52
62	163	169	165
20	53	164	199
108	38	173	12
21	93	119	32
48	66	143	126
195	73	66	120
185	161	177	181
179	63	25	64
91	135	89	25
94	24	160	22
63	152	101	111
131	93	67	114
114	113	176	125
167	110	108	105
109	110	126	87
140	67	24	59
131	12	167	22
41	102	175	40
144	19	119	95
181	68	43	178
84	107	50	172
101	58	93	153
66	129	156	91
144	14	40	179
80	105	48	24
159	101	46	128
44	29	187	200
177	72	97	48
192	129	71	120
168	19	50	120
116	88	29	145
128	15	71	169
195	166	151	63
176	45	20	168
98	98	129	118
170	179	48	158
62	93	71	199
26	106	186	196
75	75	30	97
110	64	136	78
21	65	46	96
198	82	117	13
200	141	167	41
98	192	92	108
68	112	25	35
169	14	194	61
100	50	129	34
118	82	38	101
68	29	116	23
122	85	30	74
159	138	49	27
17	196	122	88
94	160	33	194
23	168	75	130
198	41	150	160
131	131	87	125
160	81	89	105
170	123	136	81
169	79	40	102
196	124	148	162
102	94	178	31
73	93	174	83
126	114	59	117
34	199	170	96
64	182	174	199
192	100	39	178
184	186	16	40
52	82	86	160
108	121	88	199
74	175	15	77
20	167	87	192
122	145	21	10
189	127	159	155
21	75	130	200
146	92	165	26
17	15	84	86
47	147	184	133
55	194	67	103
26	103	92	160
32	71	148	57
180	16	135	107
56	76	172	74
39	120	78	187
189	50	55	106
46	171	22	122
173	98	65	113
195	12	145	39
53	132	113	129
125	51	113	46
65	103	101	123
102	33	165	35
64	95	103	71
33	152	12	69
128	144	141	103
89	63	14	50
71	22	26	33
176	50	99	102
121	198	86	178
17	104	31	54
136	99	148	191
127	118	16	94
13	40	42	24
192	140	84	106
97	144	46	34
185	196	144	107
176	118	181	84
146	58	20	148
76	57	89	160
43	12	95	84
75	175	56	132
155	62	31	165
20	95	33	138
90	125	78	161
70	144	160	96
148	126	148	81
141	138	171	158
78	113	116	200
121	167	106	17
111	84	185	14
76	126	140	58
50	39	135	130
178	171	16	35
56	185	80	101
103	154	157	43
23	177	72	79
44	99	149	71
105	126	183	55
101	20	27	112
123	162	66	58
191	97	103	85
165	127	66	190
106	110	140	119
151	79	36	21
108	171	198	133
108	128	87	29
154	148	155	83
29	40	113	200
59	22	198	89
149	74	174	92
184	151	129	11
102	181	60	186
40	167	11	88
103	108	44	26
45	91	161	148
41	160	62	197
108	31	181	130
170	90	53	147
108	145	101	13
79	132	107	91
143	118	17	142
35	119	82	158
53	167	31	100
83	62	11	139
165	105	19	92
149	91	194	100
150	101	70	174
156	170	74	151
123	143	98	198
188	156	141	196
188	187	163	14
162	69	56	185
165	189	122	155
152	37	62	170
184	65	19	180
107	134	33	43
14	91	123	86
45	28	147	195
154	192	48	70
133	56	25	130
165	33	78	184
127	131	84	90
27	64	140	131
194	55	140	137
77	64	188	169
36	125	91	107
199	43	28	141
187	82	178	46
109	155	21	64
177	182	85	173
94	111	129	34
112	102	126	41
18	51	92	138
64	147	94	173
18	124	106	117
81	140	174	154
55	165	64	20
26	95	49	137
172	53	111	13
106	133	67	86
176	48	80	140
99	157	94	107
76	93	60	124
56	34	16	18
110	128	137	145
117	61	101	29
76	13	13	116
174	166	136	198
56	50	56	189
109	195	50	48
191	68	90	191
60	172	172	136
73	71	105	143
40	189	200	98
36	104	90	12
171	84	96	199
25	154	66	50
19	81	57	122
58	188	42	19
111	121	82	37
164	58	107	118
106	167	189	148
184	108	180	169
129	78	186	120
60	185	74	46
20	17	59	164
69	146	162	146
23	46	42	67
57	166	197	14
161	147	173	138
179	50	69	62
125	139	197	20
129	21	197	81
188	146	55	53
38	169	117	95
47	177	68	29
113	62	111	190
181	151	138	127
152	62	74	53
37	90	17	38
84	15	72	74
101	30	144	145
58	154	159	181
121	151	92	68
21	13	45	86
79	49	61	89
13	29	95	81
86	152	81	154
127	23	119	126
145	98	105	113
124	181	163	24
133	80	92	84
22	150	41	74
142	145	65	164
159	144	155	120
161	100	158	84
170	173	39	73
41	81	133	140
98	130	173	105
26	57	125	107
95	30	32	128
124	185	197	83
111	70	88	167
124	184	157	148
142	162	156	20
140	78	164	97
36	174	180	89
28	105	164	45
85	20	170	10
105	199	41	22
59	177	125	61
66	187	199	66
134	148	41	23
155	37	148	127
176	192	48	15
104	180	157	81
26	102	26	182
158	68	183	135
71	162	138	107
122	42	28	35
119	193	175	74
22	13	127	171
64	148	139	47
113	138	170	11
48	42	90	184
114	73	170	95
50	158	49	188
12	177	86	136
63	108	27	185
68	136	101	136
35	71	114	188
118	185	54	134
79	98	189	10
146	190	140	185
107	171	31	66
36	16	180	126
159	67	28	184
178	150	48	117
53	96	177	151
48	146	94	134
80	185	125	38
83	169	134	167
76	32	171	43
161	53	38	129
144	103	88	186
178	45	57	180
46	121	85	47
125	166	65	194
58	110	36	131
23	148	122	129
79	153	147	132
166	181	139	158
179	200	23	179
17	89	169	194
197	132	187	29
77	59	58	25
131	130	89	177
55	134	188	13
166	110	198	89
58	97	141	74
98	122	157	147
25	82	69	48
44	133	19	74
122	13	115	78
24	16	167	169
132	198	186	159
99	128	129	137
188	128	15	14
82	104	54	77
167	60	37	135
129	144	124	146
52	126	78	144
89	81	10	89
96	113	162	83
178	172	183	54
182	141	89	197
32	14	174	41
83	157	134	29
184	185	132	39
171	165	151	165
161	183	192	162
68	20	148	120
142	133	129	174
118	98	33	114
133	43	181	151
192	142	80	22
133	79	56	175
18	169	180	125
57	179	65	23
98	82	20	14
109	194	63	96
176	83	51	155
132	122	140	73
168	189	63	128
123	122	141	23
10	130	151	195
121	121	124	57
90	15	63	137
197	140	131	25
23	111	130	163
182	185	152	194
136	51	19	68
46	67	194	102
168	27	48	82
101	111	35	35
157	64	144	186
109	37	175	176
75	137	27	172
182	113	131	23
93	14	66	104
79	38	16	87
64	139	129	93
70	70	49	22
18	93	14	173
126	185	14	59
55	125	162	187
74	35	115	160
39	121	57	115
178	123	45	57
180	93	33	94
141	141	114	168
125	150	120	158
62	167	156	183
110	160	116	37
173	85	102	69
12	60	196	43
73	90	139	87
160	127	93	66
160	117	120	145
56	84	120	193
131	103	75	20
119	143	46	63
97	196	20	164
152	122	20	31
162	44	10	79
81	146	181	152
36	88	172	27
143	68	91	72
106	185	128	33
155	151	52	178
50	50	161	181
187	95	49	90
100	46	50	112
153	52	128	57
172	36	87	59
140	26	173	128
187	38	97	29
146	196	187	98
67	72	83	193
96	151	190	76
95	24	76	34
110	80	189	182
24	31	53	162
161	129	120	122
140	143	59	77
164	137	25	103
133	13	17	52
90	157	109	16
181	52	72	95
40	75	154	123
190	45	147	40
163	77	88	36
119	108	71	130
55	112	46	94
126	93	198	184
63	19	34	18
137	20	179	34
66	119	94	143
187	76	34	129
167	71	92	145
115	179	156	132
172	149	119	94
90	55	128	178
53	57	112	145
190	155	82	177
196	13	103	79
19	88	113	14
62	163	59	152
49	40	60	77
114	139	167	129
12	31	102	153
190	158	127	190
190	94	113	127
125	123	98	141
31	126	186	163
197	45	28	165
10	70	130	48
22	98	184	68
100	32	140	123
178	39	15	66
117	116	162	111
154	68	190	35
157	195	189	80
117	85	15	176
191	60	85	142
165	31	143	166
177	82	91	61
162	125	181	99
180	138	60	53
57	150	41	60
33	85	183	49
114	51	151	12
165	67	102	191
106	75	187	96
123	175	109	150
13	68	68	55
46	55	12	112
189	92	18	56
54	154	196	31
195	23	149	154
31	54	15	37
40	33	64	110
49	117	101	124
169	11	170	131
182	62	57	158
194	115	110	114
79	100	184	129
94	62	69	162
37	49	102	196
197	160	65	127
185	108	17	194
168	45	113	152
27	148	18	127
133	161	57	144
163	80	66	198
104	193	127	68
149	197	183	20
12	177	63	125
198	183	44	14
181	102	131	147
11	113	196	75
121	170	48	173
89	185	121	178
53	114	63	148
141	126	149	191
121	105	56	106
91	140	188	37
70	48	87	120
61	79	132	145
143	78	155	137
118	101	28	143
191	57	119	134
175	62	16	156
16	23	10	199
175	117	23	25
42	86	34	37
25	97	31	30
76	84	144	140
33	170	164	20
67	172	62	108
38	62	139	120
97	155	56	192
164	168	152	97
21	75	24	194
70	94	125	130
183	180	15	125
102	52	65	67
88	153	181	137
151	86	100	76
69	144	83	183
137	89	160	90
106	174	91	140
18	155	109	175
180	39	40	140
145	44	66	92
85	49	192	36
160	25	171	158
157	30	145	111
42	111	56	60
87	194	59	198
115	112	190	126
55	38	27	87
146	100	130	78
83	120	132	104
88	140	56	151
93	31	189	75
22	113	148	175
168	170	22	106
195	65	15	77
194	22	173	102
113	146	179	185
187	102	81	35
148	118	74	77
82	40	13	63
171	31	85	25
183	57	99	24
34	102	96	89
196	151	22	63
38	177	133	59
74	138	96	138
97	197	128	200
69	42	41	123
164	109	156	169
55	132	82	160
114	34	133	133
73	60	34	35
152	186	84	83
160	18	34	165
83	134	189	107
163	140	48	34
184	112	199	13
190	74	44	53
132	166	31	42
182	94	173	122
16	180	11	120
67	174	170	118
92	178	84	168
127	21	136	34
25	137	45	144
26	10	195	10
199	154	162	62
152	25	81	164
186	141	15	74
199	174	84	190
92	44	156	104
178	194	40	180
86	41	155	136
197	180	100	163
107	12	32	24
162	36	168	60
171	47	163	139
12	29	166	105
39	57	52	68
35	34	168	38
166	108	146	177
129	37	146	195
83	26	84	14
98	131	10	193
137	127	191	160
98	24	42	21
11	115	112	65
163	109	142	66
165	109	61	97
178	145	140	110
171	142	41	169
179	63	81	15
120	64	41	90
136	37	71	193
100	17	32	174
110	96	179	15
126	101	149	171
188	165	165	60
114	36	86	133
13	109	76	162
117	112	84	128
69	149	150	11
192	118	63	143
112	78	36	126
36	198	84	144
92	53	11	169
90	195	99	68
198	18	87	136
196	172	87	121
106	198	181	192
42	171	56	195
33	52	140	188
83	72	186	179
189	146	87	106
128	196	170	175
66	61	86	60
15	155	192	50
24	99	72	26
157	129	41	58
136	10	39	108
176	13	26	44
191	199	18	68
71	98	35	168
104	36	103	108
16	122	103	11
187	43	94	91
144	144	147	200
167	138	120	178
14	196	98	146
28	78	160	45
105	170	80	15
111	36	81	90
11	11	152	109
38	190	84	145
89	77	157	71
16	125	57	145
89	110	152	81
59	139	42	150
142	23	161	136
24	193	104	50
168	58	121	29
199	181	60	15
176	86	108	177
39	184	71	83
69	66	175	191
65	180	166	176
14	10	35	118
165	104	14	186
175	185	181	97
46	138	175	164
65	90	98	134
51	14	150	91
96	67	25	71
163	148	33	49
186	192	159	23
121	132	104	69
179	163	178	124
186	122	37	133
93	77	179	88
19	139	184	137
98	16	14	179
19	68	161	38
142	132	187	109
158	15	65	145
187	152	139	129
61	38	70	191
58	164	138	86
158	50	33	177
133	117	104	109
158	120	191	10
76	36	118	147
39	116	107	126
66	171	151	15
97	57	125	15
129	129	120	23
198	145	34	114
43	26	54	105
66	200	170	70
10	46	25	62
157	20	79	14
131	43	25	87
53	112	154	18
58	89	151	132
91	47	149	37
69	102	28	43
156	134	21	124
193	108	60	76
40	141	86	109
72	22	50	156
91	132	134	35
132	188	139	25
15	10	149	40
114	105	126	85
142	115	171	53
103	144	14	90
187	96	32	122
113	73	47	167
55	145	113	149
112	57	172	125
94	144	200	61
82	200	100	68
77	34	193	111
66	146	16	20
67	132	35	194
92	55	105	192
55	19	38	177
109	47	137	63
150	184	197	19
38	85	163	102
180	200	122	168
147	86	36	90
67	52	25	80
73	87	160	193
33	90	80	189
117	135	25	158
182	49	186	170
197	105	179	151
104	155	108	151
197	196	28	49
97	132	177	105
158	93	141	32
40	109	161	84
119	147	195	148
195	142	94	128
137	71	174	56
121	133	75	32
30	79	172	116
141	75	145	183
143	42	50	18
35	100	114	14
119	82	106	18
147	43	142	150
89	132	122	187
120	38	135	29
10	70	164	112
119	51	42	123
184	14	190	136
158	107	157	47
19	160	172	159
170	123	118	132
36	175	49	97
119	122	123	108
185	170	49	131
78	91	108	64
109	125	103	51
101	93	180	121
109	85	136	163
130	194	39	97
34	191	45	63
148	74	168	79
40	135	157	23
80	100	133	51
14	21	88	113
168	161	34	110
57	11	53	133
96	80	30	126
74	122	28	154
21	164	198	112
79	162	105	33
120	30	145	171
123	55	171	111
105	93	168	40
88	168	143	198
24	78	22	27
21	85	166	78
51	57	94	189
188	16	67	134
191	44	148	158
169	130	79	19
142	24	147	94
128	50	80	116
197	173	33	36
131	60	166	92
158	192	41	20
100	189	61	84
92	157	129	198
94	157	172	45
36	63	116	92
25	121	88	135
24	75	56	193
26	30	170	153
112	117	145	171
104	198	13	188
92	142	166	70
42	36	40	35
152	184	135	60
138	95	79	88
91	155	47	41
74	76	189	141
86	34	117	106
76	141	18	185
56	22	136	121
56	181	55	41
193	198	110	149
97	133	61	82
197	76	72	151
28	74	85	113
174	108	146	61
129	59	183	184
88	20	101	71
170	35	77	50
151	152	45	169
44	33	38	14
25	110	110	180
184	105	64	59
103	168	75	80
63	20	54	100
148	119	83	48
61	138	48	166
14	35	81	101
90	128	72	76
47	191	168	79
143	30	190	102
90	80	142	53
122	18	74	181
66	61	37	147
152	65	159	136
20	123	145	200
46	110	92	105
123	99	133	155
30	47	57	88
130	131	63	152
193	192	110	37
172	108	185	93
100	40	196	162
24	15	75	47
93	139	100	145
44	179	95	128
156	166	77	76
189	196	154	81
168	174	23	122
111	101	148	30
117	161	126	29
150	105	100	182
62	142	182	128
190	68	134	59
188	61	49	24
18	192	60	12
194	85	178	64
128	91	131	51
153	84	52	167
198	160	96	110
183	75	175	189
90	73	40	130
130	23	20	106
31	123	65	71
99	164	28	37
153	132	39	190
116	111	57	37
18	150	112	183
143	186	101	114
54	77	156	37
26	199	87	200
12	174	53	147
22	71	20	37
49	130	176	77
11	90	56	23
143	67	147	95
86	46	149	69
163	50	80	140
118	40	21	168
180	19	124	138
39	125	22	90
120	85	154	107
124	158	43	184
186	51	23	188
190	34	144	27
54	57	132	155
59	154	123	14
188	100	10	198
114	106	58	156
198	102	77	39
182	102	66	49
109	72	47	197
177	11	161	97
110	39	144	28
118	198	82	101
45	100	45	125
159	147	185	61
81	10	77	47
90	139	158	191
77	120	127	135
89	193	161	16
105	74	53	151
132	174	125	100
183	26	92	137
175	36	200	169
114	189	155	22
186	185	31	35
74	26	186	193
141	100	51	140
50	168	122	174
198	160	161	189
161	106	123	108
190	97	31	168
125	193	85	154
161	186	102	187
165	129	199	110
135	76	160	62
194	19	160	159
